Volatility 3 Framework 2.26.2

Task Name	Principal ID	Display Name	Enabled	Creation Time	Last Run Time	Last Successful Run Time	Trigger Type	Trigger Description	Action Type	Action	Action Arguments	Action Context	Working Directory	Key Name
FamilySafetyRefreshTask	System	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca33a089541	ComHandler	{c844c79d-aed8-4dce-ab25-4d359bed84f8}	$(Arg0)	System	N/A	{7BB4AED0-0CBA-4FF5-85C3-15683BE24187}
UserTask-Roam	InteractiveUsers	-	True	2025-06-02 02:05:29.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 02:05:30.000000 UTC	Session	Unknown	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	KEYROAMING	InteractiveUsers	N/A	{7EA4B91A-B337-492E-8972-EC5E71175B83}
UserTask-Roam	InteractiveUsers	-	True	2025-06-02 02:05:29.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 02:05:30.000000 UTC	Session	Unknown	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	KEYROAMING	InteractiveUsers	N/A	{7EA4B91A-B337-492E-8972-EC5E71175B83}
LoginCheck	LocalSystem	-	True	2025-06-02 05:33:53.000000 UTC	2025-05-30 07:51:24.000000 UTC	2025-06-02 05:33:53.000000 UTC	Logon	Logon trigger	Exe	%windir%\system32\sc.exe	start pushtoinstall login	LocalSystem	-	{7FFE2562-67B1-4E16-82D7-DD37EB06B6DF}
AD RMS Rights Policy Template Management (Automated)	AllUsers	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Time	-	ComHandler	{cf2cf428-325b-48d3-8ca8-7633e36e5a32}	-	AllUsers	N/A	{823410EF-1A39-4770-A6BB-758417CD3B4B}
AD RMS Rights Policy Template Management (Automated)	AllUsers	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	ComHandler	{cf2cf428-325b-48d3-8ca8-7633e36e5a32}	-	AllUsers	N/A	{823410EF-1A39-4770-A6BB-758417CD3B4B}
Schedule Scan Static Task	LocalSystem	-	True	2025-06-02 04:18:58.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:18:59.000000 UTC	WindowsNotificationFacility	WNF state 7524bca33e06830d	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{824DABE5-1070-482F-A1AC-9E7E17EC464D}
Schedule Scan Static Task	LocalSystem	-	True	2025-06-02 04:18:58.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:18:59.000000 UTC	WindowsNotificationFacility	WNF state 750cbca3290b9641	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{824DABE5-1070-482F-A1AC-9E7E17EC464D}
Schedule Scan Static Task	LocalSystem	-	True	2025-06-02 04:18:58.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:18:59.000000 UTC	WindowsNotificationFacility	WNF state 7550bca322028f02	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{824DABE5-1070-482F-A1AC-9E7E17EC464D}
Schedule Scan Static Task	LocalSystem	-	True	2025-06-02 04:18:58.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:18:59.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32e07c641	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{824DABE5-1070-482F-A1AC-9E7E17EC464D}
Schedule Scan Static Task	LocalSystem	-	True	2025-06-02 04:18:58.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:18:59.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[EventID=8202]]</Select></Query></QueryList>, Queries: []	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{824DABE5-1070-482F-A1AC-9E7E17EC464D}
UnifiedConsentSyncTask	InteractiveUsers	-	True	2025-06-01 17:08:09.000000 UTC	2025-05-30 07:52:38.000000 UTC	2025-06-01 17:08:10.000000 UTC	WindowsNotificationFacility	WNF state 7508bca3380dc641	ComHandler	{82aa0895-198a-4c1b-b2d1-c16894218afb}	-	InteractiveUsers	N/A	{82A2CF5D-0D8A-4F57-951A-45F946BB1686}
UnifiedConsentSyncTask	InteractiveUsers	-	True	2025-06-01 17:08:09.000000 UTC	2025-05-30 07:52:38.000000 UTC	2025-06-01 17:08:10.000000 UTC	Time	-	ComHandler	{82aa0895-198a-4c1b-b2d1-c16894218afb}	-	InteractiveUsers	N/A	{82A2CF5D-0D8A-4F57-951A-45F946BB1686}
Microsoft-Windows-DiskDiagnosticResolver	AllUsers	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	-	-	-	AllUsers	-	{835BC49F-C08D-4209-899A-D217EC7379DD}
RegisterDevicePeriodic24	System	-	True	-	2025-05-29 09:52:12.000000 UTC	-	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -Periodic	System	N/A	{842E097E-BE91-44C1-80CC-49A914938AA7}
Calibration Loader	Group	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	Logon	Logon trigger	ComHandler	{b210d694-c8df-490d-9576-9e20cdbc20bd}	-	Group	N/A	{857C88B3-54DF-4F4A-865F-A21E6BB24784}
Calibration Loader	Group	-	True	2025-06-02 05:20:02.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:20:07.000000 UTC	Session	ConsoleConnect	ComHandler	{b210d694-c8df-490d-9576-9e20cdbc20bd}	-	Group	N/A	{857C88B3-54DF-4F4A-865F-A21E6BB24784}
SystemUpdater	Author	-	True	-	2025-06-02 05:39:27.000000 UTC	-	Logon	Logon trigger	-	-	-	Author	-	{85B9EE1B-049C-46E4-ACC1-BC54C8150F1E}
AikCertEnrollTask	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	AIKCertEnroll	LocalSystem	N/A	{85DC98F2-96DF-4460-869D-A76EECA7B99E}
Account Cleanup	Author	-	-	-	2025-05-29 09:52:12.000000 UTC	-	-	-	Exe	%windir%\System32\rundll32.exe	%windir%\System32\Windows.SharedPC.AccountManager.dll,StartMaintenance	Author	-	{8603D1DF-8D7C-4948-AAC5-91585D68D3DD}
ProcessMemoryDiagnosticEvents	LocalAdmin	-	True	2025-06-01 20:40:56.000000 UTC	2025-05-30 07:52:16.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[Provider[@Name='Microsoft-Windows-WER-SystemErrorReporting'] and (EventID=1000 or EventID=1001 or EventID=1006)]]</Select></Query></QueryList>, Queries: []	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Event	LocalAdmin	N/A	{86EB7E31-E851-454E-92D8-AED62C8421D3}
ProcessMemoryDiagnosticEvents	LocalAdmin	-	True	2025-06-01 20:40:56.000000 UTC	2025-05-30 07:52:16.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Application"><Select Path="Application">*[System[Provider[@Name='Application Error'] and EventID=1000]]</Select></Query></QueryList>, Queries: []	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Event	LocalAdmin	N/A	{86EB7E31-E851-454E-92D8-AED62C8421D3}
ProcessMemoryDiagnosticEvents	LocalAdmin	-	True	2025-06-01 20:40:56.000000 UTC	2025-05-30 07:52:16.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[Provider[@Name='Application Popup'] and EventID=1801]]</Select></Query></QueryList>, Queries: []	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Event	LocalAdmin	N/A	{86EB7E31-E851-454E-92D8-AED62C8421D3}
ProcessMemoryDiagnosticEvents	LocalAdmin	-	True	2025-06-01 20:40:56.000000 UTC	2025-05-30 07:52:16.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-Kernel-StoreMgr/Operational"><Select Path="Microsoft-Windows-Kernel-StoreMgr/Operational">*[System[Provider[@Name='Microsoft-Windows-Kernel-StoreMgr'] and EventID=6]]</Select></Query></QueryList>, Queries: []	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Event	LocalAdmin	N/A	{86EB7E31-E851-454E-92D8-AED62C8421D3}
StartComponentCleanup	System	-	-	-	2025-05-28 09:52:12.000000 UTC	-	-	-	ComHandler	{752073a1-23f2-4396-85f0-8fdb879ed0ed}	-	System	N/A	{89C6CF3B-D9B4-4D1B-8F07-5334643BDF56}
Windows Defender Scheduled Scan	LocalSystem	-	-	2025-06-01 18:43:36.000000 UTC	2025-05-29 17:01:56.000000 UTC	2025-06-01 18:45:17.000000 UTC	-	-	Exe	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25040.2-0\MpCmdRun.exe	Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob	LocalSystem	-	{8A078751-1DE3-4070-BF05-7A8438CB5830}
RunFullMemoryDiagnostic	LocalAdmin	-	-	-	2025-05-24 07:52:16.000000 UTC	-	-	-	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Time	LocalAdmin	N/A	{8BBBDCF2-1CB7-45C9-B70E-0E9F27FABCCE}
Device	LocalSystem	-	True	2025-06-01 08:43:34.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 08:43:40.000000 UTC	Time	-	Exe	%windir%\system32\devicecensus.exe	SystemCxt	LocalSystem	-	{8D639A97-A403-4F60-A1C2-60A726C902E1}
Device	LocalSystem	-	False	2025-06-01 08:43:34.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 08:43:40.000000 UTC	WindowsNotificationFacility	WNF state 750cbca3290b9641	Exe	%windir%\system32\devicecensus.exe	SystemCxt	LocalSystem	-	{8D639A97-A403-4F60-A1C2-60A726C902E1}
Retry	LocalSystem	-	True	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	Exe	%windir%\system32\ProvTool.exe	/turn 5 /source ProvRetryTask	LocalSystem	-	{8DEF7DF0-BC15-419E-AEB4-281674375952}
ProgramDataUpdater	LocalSystem	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 10:03:13.000000 UTC	-	-	Exe	%windir%\system32\compattelrunner.exe	-maintenance	LocalSystem	-	{8F02B5A0-FC53-459D-8A2E-691FA523256E}
GatherNetworkInfo	AnyUser	-	-	-	2025-05-29 09:52:12.000000 UTC	-	-	-	-	-	-	AnyUser	-	{8FC7DFA1-3FF8-4C57-9028-E2762B36C400}
PerformRemediation	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	Time	-	ComHandler	{72566e27-1abb-4eb3-b4f0-eb431cb1cb32}	None	LocalSystem	N/A	{90161DE8-8FE5-4517-9616-D1B2D5902E97}
Device-Sync	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca32c0f8241	ComHandler	{c662d912-e4d6-44a3-89a0-20550514951d}	DeviceUpdate	LocalSystem	N/A	{90513A48-F7AE-422B-A092-9608440B9094}
DsSvcCleanup	LocalSystem	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 09:55:27.000000 UTC	-	-	-	-	-	LocalSystem	-	{92BD67E6-2A5B-4258-8E66-E4C235AF59D8}
SR	LocalSystem	-	-	2025-06-01 10:04:34.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 10:04:36.000000 UTC	-	-	Exe	%windir%\system32\srtasks.exe	ExecuteScheduledSPPCreation	LocalSystem	-	{933D45A6-F19A-43D2-9283-6022615E742A}
WIM-Hash-Management	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca32b188341	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashManagement	LocalSystem	N/A	{93F21541-E729-4C24-A576-01C994761308}
WIM-Hash-Management	LocalSystem	-	True	-	2025-05-29 09:52:12.000000 UTC	-	WindowsNotificationFacility	WNF state 7528bca32b188341	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashManagement	LocalSystem	N/A	{93F21541-E729-4C24-A576-01C994761308}
Windows Defender Verification	LocalSystem	-	-	2025-06-01 18:43:36.000000 UTC	2025-05-29 17:01:56.000000 UTC	2025-06-01 18:44:36.000000 UTC	-	-	Exe	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25040.2-0\MpCmdRun.exe	-IdleTask -TaskName WdVerification	LocalSystem	-	{94F9FE03-8D9A-47CC-97FC-CA5388CE18A7}
RecommendedTroubleshootingScanner	LocalSystem	-	True	2025-05-29 06:55:36.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-05-29 06:55:36.000000 UTC	WindowsNotificationFacility	WNF state 7518bca33a019502	ComHandler	{ad08dcc2-4e35-4486-9d49-547cbd30942d}	-	LocalSystem	N/A	{982706A5-8FA2-4F15-ADBA-1B35938ECED1}
RecommendedTroubleshootingScanner	LocalSystem	-	True	2025-05-29 06:55:36.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-05-29 06:55:36.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33f1a9502	ComHandler	{ad08dcc2-4e35-4486-9d49-547cbd30942d}	-	LocalSystem	N/A	{982706A5-8FA2-4F15-ADBA-1B35938ECED1}
RecommendedTroubleshootingScanner	LocalSystem	-	True	2025-05-29 06:55:36.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-05-29 06:55:36.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33f1a9502	ComHandler	{ad08dcc2-4e35-4486-9d49-547cbd30942d}	-	LocalSystem	N/A	{982706A5-8FA2-4F15-ADBA-1B35938ECED1}
Consolidator	WinSQMAccount	-	True	2025-06-02 04:00:49.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 04:00:49.000000 UTC	Time	-	-	-	-	WinSQMAccount	-	{998EBBCF-0BC6-4076-8C85-34061DC307A6}
Schedule Scan	Author	-	True	2025-06-01 18:20:14.000000 UTC	2025-05-29 06:55:38.000000 UTC	2025-06-01 18:20:14.000000 UTC	Time	-	Exe	%systemroot%\system32\usoclient.exe	StartScan	Author	-	{9A242509-4DEA-4E68-9637-951AAF0F6EFB}
FamilySafetyMonitor	System	-	-	-	2025-05-29 09:52:12.000000 UTC	-	-	-	-	-	-	System	-	{9C9FB162-40C1-4302-B9BD-072E1F5B72E5}
Tpm-HASCertRetr	LocalSystem	-	True	-	2025-05-30 07:52:42.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca3250f9541	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	HASCertRetr	LocalSystem	N/A	{9D82AFA2-B3DB-4DC8-A99C-6CDF5B885275}
SvcRestartTask	NetworkService	-	True	2025-05-31 20:33:08.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-05-31 20:33:08.000000 UTC	Time	-	ComHandler	{b1aebb5d-ead9-4476-b375-9c3ed9f32afc}	timer	NetworkService	N/A	{A018D36F-D161-4DB8-A1E5-C67529ECD011}
MapsUpdateTask	NetworkService	-	True	-	2025-05-29 09:52:12.000000 UTC	-	Time	-	ComHandler	{b9033e87-33cf-4d77-bc9b-895afbba72e4}	-	NetworkService	N/A	{A0B18640-5B2B-4EEB-A372-7A215B721354}
OobeDiscovery	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:17.000000 UTC	WindowsNotificationFacility	WNF state 7528bca33a19870f	ComHandler	{c93cf9d5-31b-4aaa-ab0b-ef802347b381}	-	LocalSystem	N/A	{A2FE6897-FE1F-482B-BB67-82DEBC618F40}
OobeDiscovery	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:17.000000 UTC	WindowsNotificationFacility	WNF state 7524bca33e06830d	ComHandler	{c93cf9d5-31b-4aaa-ab0b-ef802347b381}	-	LocalSystem	N/A	{A2FE6897-FE1F-482B-BB67-82DEBC618F40}
OobeDiscovery	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:17.000000 UTC	WindowsNotificationFacility	WNF state 7518bca33a19870f	ComHandler	{c93cf9d5-31b-4aaa-ab0b-ef802347b381}	-	LocalSystem	N/A	{A2FE6897-FE1F-482B-BB67-82DEBC618F40}
Background Synchronization	Users	-	True	-	2025-05-29 09:52:12.000000 UTC	-	Time	-	ComHandler	{fa3f3dd9-4c1a-456b-a8fa-c76ef3ed83b8}	-	Users	N/A	{A502BF05-968D-4734-8197-78E924FCF177}
.NET Framework NGEN v4.0.30319	Author	-	-	2025-06-01 09:55:37.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-01 10:03:10.000000 UTC	-	-	ComHandler	{84f0fae1-c27b-4f6f-807b-28cf6f96287d}	/RuntimeWide	Author	N/A	{A66CFB6F-833E-4CCE-A9A3-59F246030B11}
RegIdleBackup	LocalSystem	-	-	-	2025-05-25 09:52:12.000000 UTC	-	-	-	ComHandler	{ca767aa8-9157-4604-b64b-40747123d5f2}	-	LocalSystem	N/A	{A6E063E1-2B3F-4671-AA09-DBC2FEB6F039}
Windows Defender Cleanup	LocalSystem	-	-	2025-06-01 18:43:36.000000 UTC	2025-05-29 17:01:56.000000 UTC	2025-06-01 18:44:36.000000 UTC	-	-	Exe	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.25040.2-0\MpCmdRun.exe	-IdleTask -TaskName WdCleanup	LocalSystem	-	{AA3D684D-ABA9-4953-A0B5-509CB2924202}
EnableLicenseAcquisition	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:12.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-User Device Registration/Admin"><Select Path="Microsoft-Windows-User Device Registration/Admin">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=105]]</Select></Query></QueryList>, Queries: []	Exe	%SystemRoot%\system32\ClipRenew.exe	-e	LocalSystem	-	{AA7FD24C-7CC0-44DA-8C91-FC18775E049F}
EnableLicenseAcquisition	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:12.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Application"><Select Path="Application">*[System[Provider[@Name='Microsoft-Windows-Security-SPP'] and EventID=1061]]</Select></Query></QueryList>, Queries: []	Exe	%SystemRoot%\system32\ClipRenew.exe	-e	LocalSystem	-	{AA7FD24C-7CC0-44DA-8C91-FC18775E049F}
EnableLicenseAcquisition	LocalSystem	-	True	2025-06-02 05:19:01.000000 UTC	2025-05-29 09:52:12.000000 UTC	2025-06-02 05:19:12.000000 UTC	WindowsNotificationFacility	WNF state 7524bca33e06830d	Exe	%SystemRoot%\system32\ClipRenew.exe	-e	LocalSystem	-	{AA7FD24C-7CC0-44DA-8C91-FC18775E049F}
Schedule Maintenance Work	Author	-	-	-	2025-05-29 07:06:06.000000 UTC	-	-	-	Exe	%systemroot%\system32\usoclient.exe	StartMaintenanceWork	Author	-	{AB39ECAF-CD13-48C7-83C5-11FDB80D21C3}
BitLocker MDM policy Refresh	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7540bca32b188341	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	BitLockerPolicy	Users	N/A	{ACA85DA1-BA8D-4E7B-9B3C-747AE4609CCE}
Automatic-Device-Join	LocalSystem	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	Exe	%SystemRoot%\System32\dsregcmd.exe	$(Arg0) $(Arg1) $(Arg2)	LocalSystem	-	{AD60ED98-28FA-41C3-99D4-FD4471E333D5}
Automatic-Device-Join	LocalSystem	-	True	-	2025-05-29 09:52:09.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-User Device Registration/Admin"><Select Path="Microsoft-Windows-User Device Registration/Admin">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=4096]]</Select></Query></QueryList>, Queries: []	Exe	%SystemRoot%\System32\dsregcmd.exe	$(Arg0) $(Arg1) $(Arg2)	LocalSystem	-	{AD60ED98-28FA-41C3-99D4-FD4471E333D5}
ScanForUpdatesAsUser	AllUsers	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:21.000000 UTC	-	-	ComHandler	{ddafaea2-8842-4e96-bade-d44a8d676fdb}	-	AllUsers	N/A	{ADD817FB-F01B-4B58-BA44-F4313054B228}
Usb-Notifications	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7530bca3381d8441	ComHandler	{e05be1c8-92a8-4757-b575-acaecb4e6a40}	-	Users	N/A	{AE2BCFB3-CDD0-4ABE-BFDB-872847C07746}
Usb-Notifications	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca3381d8441	ComHandler	{e05be1c8-92a8-4757-b575-acaecb4e6a40}	-	Users	N/A	{AE2BCFB3-CDD0-4ABE-BFDB-872847C07746}
Usb-Notifications	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca3381d8441	ComHandler	{e05be1c8-92a8-4757-b575-acaecb4e6a40}	-	Users	N/A	{AE2BCFB3-CDD0-4ABE-BFDB-872847C07746}
Usb-Notifications	Users	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7528bca3381d8441	ComHandler	{e05be1c8-92a8-4757-b575-acaecb4e6a40}	-	Users	N/A	{AE2BCFB3-CDD0-4ABE-BFDB-872847C07746}
RemediateHardwareChange	LocalSystem	-	True	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	ComHandler	{62b2dd2c-f129-42ee-bf59-55d3fd21c215}	RemediateHardwareChange	LocalSystem	N/A	{AFD6845D-75FA-4ADD-A13B-48B1C752EA83}
HandleWnsCommand	System	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7528bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-WnsCommand	System	N/A	{AFF8324C-27E1-4B23-9111-C90764C3F8A2}
PcaWallpaperAppDetect	Users	-	True	2025-05-31 20:11:06.000000 UTC	2025-05-30 07:51:26.000000 UTC	2025-05-31 20:11:08.000000 UTC	Time	-	Exe	%windir%\system32\rundll32.exe	%windir%\system32\PcaSvc.dll,PcaWallpaperAppDetect	Users	-	{B1758EBF-A48C-41A7-8EED-D7FB682CD817}
SpeechModelDownloadTask	NetworkService	-	True	2025-06-02 04:38:00.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-02 04:38:00.000000 UTC	Time	-	-	-	-	NetworkService	-	{B1AD0B6F-DE1F-4BDF-89B5-75F7D91E3530}
CDSSync	Users	-	True	2025-06-02 05:21:10.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-02 05:21:14.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33a0d8212	ComHandler	{b0d2b535-12e1-439f-86b3-bada289510f0}	$(Arg0)	Users	N/A	{B1B8AE5A-BB83-4597-8347-21622912B7D7}
.NET Framework NGEN v4.0.30319 64 Critical	Author	-	True	2025-05-30 20:39:48.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-05-30 22:42:11.000000 UTC	Logon	Logon trigger	ComHandler	{613fba38-a3df-4ab8-9674-5604984a299a}	/RuntimeWide	Author	N/A	{B21E93F3-8D56-4E48-8514-AA11624EA244}
SpaceAgentTask	LocalSystem	-	False	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	-	-	-	LocalSystem	-	{B22D34C5-C638-42A3-B8FC-F27CDD28EBF2}
SpaceAgentTask	LocalSystem	-	True	-	2025-05-29 09:52:08.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca33e1e8702	-	-	-	LocalSystem	-	{B22D34C5-C638-42A3-B8FC-F27CDD28EBF2}
LPRemove	LocalSystem	-	-	2025-06-01 09:55:21.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:26.000000 UTC	-	-	-	-	-	LocalSystem	-	{B2B90CE6-8E93-4C54-B758-9F422921005A}
Sqm-Tasks	LocalSystem	-	-	-	2025-05-17 07:52:42.000000 UTC	-	-	-	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	PiSqmTasks	LocalSystem	N/A	{B503DA15-4A18-4DA2-831D-7F077DCE935C}
Backup	AnyUser	-	-	2025-06-01 09:55:20.000000 UTC	2025-05-29 09:52:13.000000 UTC	2025-06-01 09:55:21.000000 UTC	-	-	ComHandler	{e0dcc2cc-3354-45f2-8914-519e07809082}	-	AnyUser	N/A	{B5693066-BFFA-436F-BA31-A0DAEB37074C}
AD RMS Rights Policy Template Management (Manual)	AllUsers	-	False	-	2025-05-29 09:52:09.000000 UTC	-	Logon	Logon trigger	ComHandler	{bf5cb148-7c77-4d8a-a53e-d81c70cf743c}	-	AllUsers	N/A	{B8082C0D-DA2A-4543-AD0D-D041D3AD3A9A}
PrinterCleanupTask	System	-	True	-	2025-05-29 09:52:13.000000 UTC	-	Time	-	ComHandler	{c56f065e-de49-4e42-be7c-305c45609d25}	-	System	N/A	{B96C4A57-6DE0-4706-AB9E-B7758A2E4727}
LocateCommandUserSession	User	-	True	-	2025-05-29 09:52:13.000000 UTC	-	WindowsNotificationFacility	WNF state 7520bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-UserSessionCommand	User	N/A	{BCC7D9E0-F740-4EF3-B99C-EA51067CB27F}
License Validation	LocalSystem	-	False	-	2025-05-29 09:52:08.000000 UTC	-	Boot	Boot trigger	Exe	%SystemRoot%\system32\ClipUp.exe	-p -s -o	LocalSystem	-	{BCD97F5C-D7E4-4E6E-BC7D-05153A9FB7FD}
RegisterUserDevice	User	-	True	2025-06-02 05:35:12.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:35:12.000000 UTC	Logon	Logon trigger	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterUserDevice -NewAccount	User	N/A	{BF7CE893-9776-4D86-9C75-FEFC163B17E7}
RegisterUserDevice	User	-	True	2025-06-02 05:35:12.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:35:12.000000 UTC	WindowsNotificationFacility	WNF state 7540bca33e0b8441	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterUserDevice -NewAccount	User	N/A	{BF7CE893-9776-4D86-9C75-FEFC163B17E7}
RegisterUserDevice	User	-	True	2025-06-02 05:35:12.000000 UTC	2025-05-29 09:52:09.000000 UTC	2025-06-02 05:35:12.000000 UTC	WindowsNotificationFacility	WNF state 75f8bca33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterUserDevice -NewAccount	User	N/A	{BF7CE893-9776-4D86-9C75-FEFC163B17E7}
